"id","language","politics","domestic_politics","foreign_politics","resource_distribution","resource_distribution_by_whom1","resource_distribution_for_whom1","resource_distribution_for_whom_ethnic1","resource_distribution_for_whom_region1","resource_distribution_gender","climate_change","pro_us","pro_russia","pro_china","pro_un","pro_imf","pro_democracy","anti_western","national_unity","subgroup_unity","subgroup_unity_text","african_unity","political_opponents","religion","political_opponents_viol","national_unity_narrow","topic"
"1313380823526881","English","politics","domestic politics","foreign politics","resource distribution","national government;international organisations","country-wide","not applicable","not applicable","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","positive towards the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","EDUCATION;ECONOMY"
"1432153798079932","English","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS;ECONOMY"
"1643957276963496","English","politics","domestic politics","foreign politics","resource distribution","national government;international organisations","specific locality or group","not applicable","Bopolu; Gbarpolu Country","resources for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","positive towards the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"800558132325247","English","politics","domestic politics","foreign politics","resource distribution","international organisations","country-wide","not applicable","not applicable","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","positive towards the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;INTERNATIONAL AFFAIRS"
"1180726670605543","English","politics","domestic politics","foreign politics","resource distribution","other","specific locality or group","not applicable","Montserrado County","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"1316371830187258","English","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Neezoe Community; Paynesville","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"2094894237921293","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","GOVERNMENT OPERATIONS"
"1756682661545376","English","politics","domestic politics","foreign politics","resource distribution","international organisations","specific locality or group","not applicable","Star Base; Monstserrado County; Tubmanburg; Bomi County","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","positive towards the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;INTERNATIONAL AFFAIRS"
"1404965103857699","English","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Lloydsville; Compound 1; Little Bassa; Bokay; Owengrove; Grand Bassa County","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"1.35869E+15","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;EDUCATION"
"1847723452829736","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"2117052149068921","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"837136825324425","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"825589026811520","English","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Perseverance Parish","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"1.32717E+15","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"1323102879454765","Other(Seychellois Creole/Seselwa)","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"1365088825040317","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"555258487598335","English","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","English River; Bel-Eau","resources for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"1425990558499528","English","politics","domestic politics","foreign politics","resource distribution","national government;international organisations","specific locality or group","not applicable","Kafue District","resources for women","not applicable","positive towards the US","no mention of the Russia","no mention of the China","positive towards the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;CIVIL RIGHTS"
"1.72036E+15","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"726196647112320","English","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Matero","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"2180347229154814","English","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Lusaka","resources for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"775403041968147","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"1491475195196809","English","politics","domestic politics","foreign politics","resource distribution","national government;international organisations","specific locality or group","not applicable","Lusaka","resources for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","positive towards the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;EDUCATION"
"1346356053692684","English","politics","not domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","positive towards China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS"
"773124375533267","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","GOVERNMENT OPERATIONS"
"1855650775337099","English","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","subgroup unity","Eritreans in Switzerland; Eritreans in Dusseldorf","unclear","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","GOVERNMENT OPERATIONS;INTERNATIONAL AFFAIRS"
"735275572886096","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","subgroup unity","Hamelmalo sub-zone in the  Anseba Region","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;CIVIL RIGHTS"
"1523269968692335","Other(Tigrinya)","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","negative towards the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","neutral towards democracy","anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","GOVERNMENT OPERATIONS;INTERNATIONAL AFFAIRS"
"815869544213075","Other(Tigrinya)","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","negative towards Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","DEFENSE;GOVERNMENT OPERATIONS"
"1977349726398704","Other(Tigrinya)","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","negative towards the US","no mention of the Russia","no mention of the China","negative towards the UN","no mention of the IMF","no mention of democracy","anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS;GOVERNMENT OPERATIONS"
"674075621932205","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","GOVERNMENT OPERATIONS"
"1790268541853355","English","politics","domestic politics","not foreign politics","resource distribution","other","specific locality or group","not applicable","Nkoranza","resources for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"1750053972579706","English","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Bodom","resources for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","subgroup unity","Bodom","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"1466222811349093","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","GOVERNMENT OPERATIONS"
"2.15677E+15","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","CIVIL RIGHTS"
"976405794676563","French","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","neutral towards the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;INTERNATIONAL AFFAIRS"
"1012785243935557","French","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Sikasso","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","subgroup unity","Sikasso","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"1176641434154822","French","politics","domestic politics","foreign politics","resource distribution","national government;other state","specific locality or group","not applicable","Sikasso; Koutiala; Kita; Bougouni; Markala; Meguetan; Sanankoroba; Ouelessebougou; Communes III, V,VI of Bamako","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","positive towards China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;SOCIAL WELFARE"
"961839159144324","French","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","neutral towards the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","unclear","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;GOVERNMENT OPERATIONS"
"2452328091827961","French","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Bamako; Commune VI; Sogoniko; Commune I; Korofina; Kati; Point G; Commune V; Quartier-Mali","resources for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"1596863017858567","French","politics","domestic politics","foreign politics","resource distribution","international organisations","country-wide","not applicable","not applicable","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","positive towards the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"1024250592599698","French","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","SOCIAL WELFARE;GOVERNMENT OPERATIONS"
"1715486765782492","French","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Missabougou","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","subgroup unity","Missabougou","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;ENERGY"
"578245021336167","French","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Koro; Bafing","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"1845832702983021","French","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"2218616298549673","French","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","GOVERNMENT OPERATIONS;EDUCATION"
"1379128990113196","French","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;LAW AND CRIME"
"2180291035739715","French","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Cocody; Treichville; Adzopè; Abengourou; Aboisso; Gagnoa; Man; Daloa","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"526281190276416","French","politics","domestic politics","not foreign politics","resource distribution","national government","country-wide","not applicable","not applicable","resources for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"1461844915059575","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","country-wide","not applicable","not applicable","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","SOCIAL WELFARE;EDUCATION"
"824580326707042","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Dely Ibrahim; Bir Khadem; Algiers","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","SOCIAL WELFARE"
"760668306792546","Arabic","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","neutral towards the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","SOCIAL WELFARE;GOVERNMENT OPERATIONS"
"793241320102493","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Blida","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","subgroup unity","Blida Province","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","EDUCATION;SOCIAL WELFARE"
"671746152187560","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","country-wide","not applicable","not applicable","resources for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","LABOR;CIVIL RIGHTS"
"821441820378702","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Relizane; Oued Rhiou; Djidiouia","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","subgroup unity","Relizane Province","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","EDUCATION;SOCIAL WELFARE"
"816582094162442","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","country-wide","not applicable","not applicable","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","religious","no mention of violent group","NOT CODED","HEALTH;SOCIAL WELFARE"
"347823564986295","Arabic","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"962754866054538","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Fès-Meknès; Fès; Sefrou; Boulemane; Meknès; El Hajeb; Taza; Moulay; Yacoub","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"806387591901856","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Agadir; Souss-Massa Region","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"9.26517E+15","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Casablanca; Casablanca-Settat Region","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;GOVERNMENT OPERATIONS"
"1305259077706381","Arabic","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"788323270826294","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Midelt; Imilchil; Tounfite; Drâa-Tafilalet","resources not specifically for women","mentions climate change","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","subgroup unity","Imilchil commune, Midelt province of the Drâa-Tafilalet region","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"1212807326995527","Arabic","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;CIVIL RIGHTS"
"3622873988015877","Arabic","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;TECHNOLOGY"
"1161616006019024","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Bechar; Tindouf; Ghar Jbilet; Hamaguir","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","TRANSPORTATION;AGRICULTURE"
"687029901094941","Arabic","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","TRANSPORTATION"
"2284287568749703","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","country-wide","not applicable","not applicable","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","TRANSPORTATION;AGRICULTURE"
